*RadioCtl   Data file generated: 11/24/23
*
*:QUICKKEY: SYSTEM_QK:01  (sysno=1 name=Ulster_Orange Conv)
*
*:RADIO:     SDS200/BCD325P2/ICR30/IC705
*:START: 
**                  Ulster/Orange County Conventional Frequencies
**
* This file has been designed to work with:
*     Uniden BCD325P2, Uniden SDS200,  ICOM IC-R30, ICOM-IC-705
*  Other radios should have separate files.
** Channel numbers have been set for the ICOM radios, as Uniden does not use the Channel number.
**
* Note the IC-R30 is easily overloaded (especially from DMR & NWS).
* RF Gain is reduced and attenuation turned on for a number of frequencies
*
* When storing into the BCD325P2, the Group quickkey will be converted to 0-9 by 'mod 10' conversion.
*  Also 'service' strings are limited to 15 characters.
*
*
*** SVCODE is the number for the 'FuncTagId' as defined by the SDSx00 file specification
*** These numbers are values between 1-37 and 208-218. If this value is not set in
*** a 'C-Freq' or 'TGID' record, that record will NOT scan.
*** The logic used for setting this value:
***  If value in 'FREQ' record > 0 then use that value
***  Else if value in 'GROUP' record referenced >0 Then use that value
***  Else look for some keyword in the 'SERVICE' field.
***  If these fail, set code 1.
***
*
* NOTE:If this file is automatically processed, some fields as well as comments may be lost
* Also, do NOT include semi-colons in any comment or data record. Will drive .csv parser crazy!
*
*:STOP:
*********** RadioCtl Data Records *****************
* Records are in the format: 
*record_type,field1,field2,field3,....
*     or 
*record_type,key1=value,key2=value,...
* records starting with '*' or '#' are ignored
*rectypes:System,Site,TFreq,Group,Freq    (all case insensitive)
* At least one 'System' record is required for each file
*
*fields/keys:
*  Index: Unique number for the record
*  Valid: If 'F','0','N', record will not be scanned or selected in the radio
*  Service: Any string with any characters except ',','#' or '"' 
*  SystemType: (SYSTEM Records) =>cnv,ltr,eds,edw,edn,mots,motc,trbo,p25s,p25f,p25f,dmr,nxdn
*  Flags:Single Character turns on item. 
*    Flags for FREQ records: 
*      'a'-Attenuation
*      'g'-TGID is valid
*      '+'-offset frequency is added,'<'-offset frequency is subtracted
*      'p'-Channel is a priority channel   
*    Flags for SYSTEM records: 
*      'f'-EDACS AFS format 
*      'h'-AGC_digital, 'i'-id_search (trunked systems), 'j'-AGC_analog, 'k'-data skip 
*      'o'-Control Channel only, 'p'-Turn on priority 
*  Dlyrsm:A number between -10 and +30. Negative number is Resume. 0 is Off
*  Sysno:SYSTEM record index. Required for SITE & GROUP records
*  Siteno:SITE record Index. Required for TFREQ records
*  Groupno:GROUP record Index. Required for FREQ records
*  Hld:(SYSTEM/SITE records). Time in seconds to hold on the system or site
*  Frequency:(FREQ & TFRRQ records). Can be in Hz or MHz. MHz must have decimal point
*  Mode:Modulation:AM,FMw (Broadcast),FMn,FMun(2.5khz),LSB,USB
*  Lat/Lon: Decimal value  or DMS (DD:MM:SS.SS:direction)
*  P25wait:Time in ms to wait for a P25 decode to complete
*  Rf_filter:(SDS200 only):  G-Global N-Normal I-Invert A-Auto O-Off WN-Wide Normal WI-Wide Invert WA-Wide Auto
*  Channel - RadioCtl channel number. 0-9999 
*  Offset  - Offset in Hz or MHz. If MHz, decimal point MUST be included
*
*Keywords are not case sensitive
*For keyword=value format, any keyword for the record not specified will be set to the default
*
*
*    #### System Definition #####
#:system:index,service,valid,systemtype,flags,dlyrsm,qkey,hld,_extra,p25wait,_rsvd,p25lvl,p25nac,end_code,fleetmap,custmap,
*SYSTEM  ,index,service                       ,valid,system,    flags,dlyrsm,qkey,hld,_extra    ,p25wait,_rsv,p25lvl,p25nac, end_code,fleetmap, custmap
SYSTEM   ,    1,Ulster_Orange Conv            ,    1,cnv   ,         ,     0,   1,  0,hpd=1     ,    400,    ,     5
*
*    ### Groups for Ulster_Orange Conv system (1). 
#:group:index,service,valid,sysno,flags,_rsvd,_extra,qkey,rf_filter,lat,lon,radius,_rsvd,
*GROUP   ,index,service                       ,valid,sysno,    flags,_rsv,_extra    ,qkey,rf_filter   ,lat         ,lon         ,radius      ,_rsv
GROUP    ,    1,Ulster Fire                   ,    1,    1,         ,    ,          ,   1 ### No scan for IC-703
GROUP    ,    2,Ulster 911                    ,    1,    1,         ,    ,scangrp=1 ,   2,            ,            ,            ,25          
GROUP    ,    3,Orange Fire-911               ,    1,    1,         ,    ,          ,   3 ### No scan for IC-705
GROUP    ,    4,NYState PD                    ,    1,    1,         ,    ,          ,   4 ### IC-705 wiill use individual scangroups
GROUP    ,    5,UC Sheriff/Other PD           ,    1,    1,         ,    ,scangrp=2 ,   5,            ,            ,            ,25          
GROUP    ,    6,Parks/Highway                 ,    1,    1,         ,    ,          ,   6 ### No scan for IC-705
GROUP    ,    7,Utilities                     ,    1,    1,         ,    ,          ,   7 ### No scan for IC-705
GROUP    ,    8,Business                      ,    0,    1,         ,    ,          ,   8 ### No scan for IC-705
GROUP    ,    9,EMS                           ,    1,    1,         ,    ,scangrp=1 ,   9,            ,            ,            ,25          
GROUP    ,   10,Ulster Other                  ,    1,    1,         ,    ,          ,   0 ### No scan for IC-705
*
*    #### All Frequencies for Ulster_Orange Conv system (1) ####
#:freq:index,service,valid,groupno,flags,channel,frequency,mode,tgid,tone,tone_type,dlyrsm,_extra,adtype,offset
*FREQ    ,index,service                       ,valid,group,    flags,chan,  frequency,  mode,    tgid,  tone,tone_type,dlyrsm,_extra    ,  adtype,offset
FREQ     ,    1,UC Fire Control               ,    1,    1,        a, 101,  46.460000,   FMn,        ,   Off,      off,     1,rfgain=7  ,     all
## Marlboro Fire is now using UHF between trucks
FREQ     ,    8,UCFD C-C F1                   ,    1,    1,        a, 108, 453.562500,   FMn,        ,   Off,      off,      ,rfgain=7 scangrp=1,all #Also used by CT FD
FREQ     ,    9,UC Fire-Control UHF           ,    1,    1,        a, 109, 460.625000,   FMn,        ,   Off,      off,     1,rfgain=7 scangrp=1,all
FREQ     ,   10,Marlbro Fire-F2               ,    1,    1,        a, 110, 453.162500,   FMn,        ,   Off,      off,      ,rfgain=7 scangrp=1,all
FREQ     ,   11,Marlbro Fire-F3               ,    1,    1,        a, 111, 458.162500,   FMn,        ,   Off,      off,      ,rfgain=7 scangrp=1,all
### Older frequency listings (may be active)
FREQ     ,   12,Old listing for Marlbro Fire  ,    1,    1,        a, 112, 465.637500,   FMn,        ,   Off,      off,     1,rfgain=7 scangrp=1,all
FREQ     ,   13,Marlbro Fire-?                ,    1,    1,        a, 113, 460.537500,   FMn,        ,   Off,      off,      ,rfgain=7 scangrp=1,all
FREQ     ,   14,Marlbro Fire-?                ,    1,    1,        a, 114, 465.537500,   FMn,        ,   Off,      off,      ,rfgain=7 scangrp=1,all
FREQ     ,   15,Highland FD                   ,    1,    1,        a, 115, 460.112500,   FMn,        ,   Off,      off,      ,rfgain=7 scangrp=1,all
FREQ     ,   16,New Paltz-FG                  ,    1,    1,        a, 116, 468.975000,   FMn,        ,   Off,      off,      ,rfgain=7 scangrp=1,all
FREQ     ,   17,New Paltz-TownWide            ,    1,    1,         , 117, 155.805000,   FMn,        ,   Off,      off,      ,rfgain=7  ,     all
#
### Ulster County 911 (Group 2)
## 155.0250 is getting overloaded with 155.220. Attenuation needed on SDS200 & IC-R30
FREQ     ,   18,UC-911(06-037)                ,    1,    2,        a, 201, 155.025000,   FMn,        ,   Off,      off,     1,scangrp=1,all
FREQ     ,   19,UC-911 Ops                    ,    1,    2,         , 202, 155.670000,   FMn,        ,   Off,      off,     1,scangrp=1,all 
# 155.220 seems to get overloaded with 155.0250 & DMR. Attenuation needed on SDS200 & IC-R30
FREQ     ,   20,UC 911 Dispatch               ,    1,    2,        a, 203, 155.220000,   FMn,        ,   Off,      off,     1,scangrp=1,all
FREQ     ,   21,EDACS direct                  ,    1,    2,         , 204, 853.487500,   FMn,        ,   Off,      off,     1,scangrp=1,all
##
### Ulster County Sheriff/Other PD (Group 5)
FREQ     ,   22,UC-Sheriff                    ,    1,    5,         , 205, 153.995000,   FMn,        ,   Off,      off,     1,scangrp=1,all
FREQ     ,   23,UC-Sheriff                    ,    1,    5,         , 206, 155.932500,   FMn,        ,   Off,      off,      ,scangrp=1,all ## Active 11/17/20
FREQ     ,   24,UC-Sheriff-Car2Car            ,    1,    5,         , 207, 151.235000,   FMn,        ,   Off,      off,      ,scangrp=1,all
#** SUNY New Paltz
#** NOTE:Non-dyanmic radios cannot use these channels as they are DMR
FREQ     ,   25,NPltz Campus PD(DMR)          ,    0,    5,         ,  -1, 151.565000,   FMn,        ,   Off,      off,     1
FREQ     ,   26,SUNY New Paltz                ,    1,    5,         ,  -1, 151.775000,   FMn,        ,   Off,      off,     1
FREQ     ,   27,SUNY New Paltz                ,    1,    5,         ,  -1, 151.955000,   FMn,        ,   Off,      off,     1
#

#** EMS (Group 9)  
FREQ     ,   48,UC EMS Ops                    ,    1,    9,         , 901, 155.175000,   FMn,        ,   Off,      off,      , ## Activity 12/04/20
